code_postal;nb_annonces;loyer_moyen;loyer_m2_moyen
60800.0;15;853.53;13.71
60810.0;2;1975.0;16.42
60930.0;1;1150.0;14.74
61000.0;121;490.93;13.25
61100.0;25;505.72;10.27
61110.0;1;630.0;10.5
61200.0;18;491.22;10.72
61260.0;1;535.0;9.55
61300.0;14;505.07;10.42
62000.0;126;630.21;16.44
62100.0;102;553.9;16.18
62110.0;26;595.58;14.18
62160.0;5;652.8;11.08
62200.0;115;611.76;15.11
62210.0;2;790.0;7.9
62232.0;1;390.0;13.45
62260.0;2;572.5;12.37
62300.0;68;534.29;19.99
62400.0;104;576.24;15.86
62460.0;1;720.0;7.2
62470.0;1;518.0;14.0
62490.0;1;690.0;11.13
62500.0;59;567.81;14.12
62530.0;1;553.0;12.29
62600.0;58;596.79;15.69
62700.0;4;529.0;13.41
62800.0;20;648.3;17.47
63000.0;886;611.59;16.9
63100.0;85;642.64;14.75
63110.0;17;661.65;15.45
63119.0;1;1180.0;10.63
63170.0;25;529.04;14.94
63200.0;50;627.22;12.75
63300.0;19;496.84;10.66
63400.0;129;713.79;16.0
63460.0;1;749.0;7.72
63500.0;73;600.81;11.01
63800.0;3;661.67;11.59
64000.0;497;611.02;15.56
64100.0;75;839.76;18.07
64121.0;2;1175.0;10.38
64122.0;3;655.67;21.6
64140.0;53;764.02;13.66
64200.0;50;1027.32;24.18
64240.0;1;568.0;15.78
64300.0;5;512.4;11.58
64400.0;9;675.0;12.78
64440.0;2;575.0;8.71
64500.0;10;1400.5;21.68
64530.0;1;730.0;9.36
64600.0;41;1101.73;20.8
64700.0;9;919.67;17.66
65000.0;225;541.56;14.01
65100.0;32;462.66;15.89
66000.0;417;611.59;14.48
66100.0;71;550.39;14.54
66130.0;9;754.56;12.41
66140.0;20;652.0;17.1
66200.0;9;728.44;13.24
66240.0;5;923.0;13.14
66250.0;4;648.75;14.69
66280.0;5;728.0;11.12
66350.0;1;700.0;10.94
66380.0;1;1100.0;14.67
66420.0;5;520.0;23.25
66440.0;1;594.0;13.5
66450.0;6;637.17;13.35
66500.0;13;645.46;11.1
66540.0;1;640.0;10.67
66600.0;12;769.75;12.75
66690.0;1;497.0;9.94
66700.0;6;646.67;17.09
66750.0;2;1762.5;30.45
67000.0;607;904.63;24.18
67100.0;116;764.03;23.0
67120.0;11;786.82;12.69
67150.0;11;862.55;21.24
67160.0;7;809.71;8.82
67170.0;4;814.0;14.0
67200.0;78;785.71;20.31
67201.0;1;650.0;14.13
67210.0;50;853.82;14.72
67240.0;9;873.11;11.21
67300.0;73;758.19;19.06
67320.0;1;800.0;7.27
67380.0;37;944.57;15.57
67400.0;83;788.43;21.01
67450.0;1;895.0;12.09
67460.0;4;882.25;15.85
67500.0;47;817.4;14.06
67540.0;7;854.29;13.78
67600.0;30;698.6;15.63
67610.0;1;1360.0;14.62
67700.0;15;726.13;11.95
67720.0;2;945.0;11.92
67800.0;66;843.68;16.68
68000.0;232;768.89;14.41
68040.0;1;740.0;13.45
68100.0;353;659.87;15.09
68110.0;4;952.75;13.38
68120.0;4;663.5;12.41
68124.0;1;770.0;11.0
68125.0;1;995.0;13.63
68170.0;4;978.75;12.66
68180.0;2;632.5;17.77
68200.0;119;605.61;14.24
68220.0;3;2111.67;16.04
68230.0;1;905.0;12.75
68250.0;3;808.33;14.12
68260.0;1;940.0;11.75
68270.0;1;703.0;10.82
68280.0;2;625.0;28.0
68290.0;1;800.0;10.96
68300.0;69;945.86;17.3
68400.0;15;1304.93;11.63
68420.0;1;1076.0;7.58
68460.0;1;804.0;11.49
68500.0;2;862.5;12.35
68520.0;1;550.0;17.74
68530.0;1;980.0;8.75
68540.0;1;1250.0;12.25
68570.0;1;979.0;9.79
68630.0;1;750.0;8.06
68700.0;2;815.0;14.3
68800.0;2;647.5;10.33
68920.0;1;790.0;15.8
69001.0;278;1171.36;24.54
69002.0;328;1337.91;23.97
69003.0;524;924.79;22.83
69004.0;207;1149.47;22.43
69005.0;229;1090.77;22.23
69006.0;389;1364.18;24.17
69007.0;451;890.82;24.8
69008.0;455;852.88;20.23
69009.0;268;841.25;19.22
69100.0;703;827.5;19.98
69110.0;58;1355.81;19.6
69120.0;65;800.35;20.27
69130.0;98;1084.57;21.48
69140.0;31;1480.58;15.1
69150.0;48;991.52;16.52
69160.0;72;1145.97;21.35
69170.0;24;567.38;11.39
69190.0;6;708.83;23.37
69200.0;137;716.22;18.99
69220.0;14;710.14;9.91
69230.0;35;1229.77;19.63
69240.0;7;402.86;7.92
69250.0;15;713.13;14.77
69259.0;2;772.5;19.92
69260.0;9;1623.33;21.42
69270.0;8;894.75;14.25
69280.0;1;1200.0;26.67
69290.0;19;1090.05;16.05
69300.0;167;1040.71;21.66
69310.0;2;531.0;14.91
69330.0;37;1024.11;17.47
69340.0;10;1127.1;17.66
69350.0;12;891.5;19.85
69390.0;1;1390.0;11.98
69400.0;154;752.23;14.01
69410.0;3;1236.67;15.0
69500.0;158;773.19;20.49
69530.0;7;1124.43;13.42
69600.0;129;760.74;22.15
69700.0;7;728.14;14.99
69800.0;65;874.0;23.65
70000.0;68;523.87;11.07
70200.0;2;950.0;13.95
70300.0;7;585.14;9.65
70400.0;1;1250.0;11.26
71000.0;252;567.19;13.39
71100.0;107;623.33;14.22
71150.0;7;629.86;8.94
71160.0;2;537.5;7.92
71200.0;192;488.7;10.92
71260.0;1;1480.0;10.21
71270.0;2;550.0;7.3
71300.0;19;559.79;10.71
71330.0;1;480.0;9.6
71400.0;4;510.0;11.36
71500.0;3;609.0;8.29
71600.0;1;708.0;6.0
71710.0;1;325.0;7.93
71760.0;1;447.0;6.77
71850.0;6;539.5;15.51
71870.0;1;481.0;12.66
72000.0;505;624.65;15.87
72100.0;74;609.01;15.43
72110.0;1;720.0;5.54
72200.0;7;540.71;15.36
72300.0;19;529.47;11.23
72400.0;2;517.5;11.39
73000.0;267;685.61;20.65
73100.0;114;806.24;22.05
73110.0;3;811.67;9.5
73200.0;54;753.89;13.43
73290.0;16;930.12;16.94
73370.0;15;651.53;24.51
74000.0;226;1095.46;24.42
74100.0;281;1302.56;25.57
74130.0;8;888.25;17.0
74150.0;11;813.45;16.74
74160.0;69;1533.86;27.09
74200.0;93;1070.62;21.55
74240.0;63;1424.44;29.43
74250.0;1;2975.0;27.29
74300.0;11;902.91;13.79
74370.0;1;1245.0;25.41
74500.0;20;1326.8;24.02
74600.0;5;829.8;28.73
74700.0;16;882.12;18.69
74800.0;14;882.93;17.51
74940.0;10;1697.1;23.53
74960.0;18;956.22;19.65
75000.0;2;837.0;55.8
75001.0;141;3087.89;54.15
75002.0;229;2746.52;64.66
75003.0;170;2535.04;52.98
75004.0;148;2430.69;51.27
75005.0;247;1982.41;47.4
75006.0;346;3937.93;57.39
75007.0;385;3642.92;55.16
75008.0;511;4567.22;55.46
75009.0;261;2642.26;50.74
75010.0;332;1804.77;45.35
75011.0;377;1717.71;45.78
75012.0;285;1583.4;40.59
75013.0;375;1552.66;40.99
75014.0;373;1545.79;40.85
75015.0;685;1881.31;44.94
75016.0;618;3344.49;44.91
75017.0;713;2084.41;45.26
75018.0;623;1498.34;43.1
75019.0;378;1363.93;41.12
75020.0;301;1549.22;40.63
75116.0;69;4810.83;52.53
76000.0;854;648.8;19.82
76100.0;163;593.71;16.58
76120.0;10;681.7;12.43
76130.0;142;671.35;20.04
76140.0;70;707.76;15.56
76160.0;39;494.62;18.75
76190.0;19;713.84;11.73
76200.0;89;698.57;15.6
76210.0;10;509.7;10.55
76230.0;45;712.07;16.32
76250.0;48;639.67;15.91
76290.0;9;747.33;13.38
76300.0;61;664.2;14.64
76320.0;7;576.0;10.71
76350.0;1;850.0;10.12
76370.0;5;798.0;13.6
76400.0;61;650.41;14.21
76450.0;1;1950.0;13.0
76500.0;104;579.69;12.05
76540.0;3;748.67;8.8
76600.0;752;624.96;17.52
76610.0;5;654.4;9.51
76620.0;29;876.76;13.92
76680.0;1;570.0;12.13
76800.0;43;550.37;17.26
77000.0;307;785.79;21.4
77100.0;179;823.8;20.97
77120.0;22;706.27;16.43
77124.0;3;871.0;20.74
77127.0;12;853.83;19.65
77130.0;57;652.51;18.37
77140.0;48;750.9;14.98
77144.0;31;1474.84;24.95
77160.0;18;817.67;13.71
77170.0;52;859.88;19.96
77176.0;18;856.44;20.33
77183.0;2;820.0;19.69
77185.0;5;858.2;18.36
77186.0;13;920.92;29.55
77190.0;35;826.94;18.87
77200.0;14;927.0;25.76
77210.0;95;869.17;18.23
77240.0;7;760.14;18.87
77250.0;6;872.5;17.8
77260.0;24;716.54;18.01
77270.0;46;848.26;21.75
77280.0;2;840.0;20.76
77300.0;182;932.9;25.03
77310.0;8;716.75;18.64
77330.0;25;893.24;20.39
77340.0;64;1014.66;22.57
77350.0;28;911.54;18.89
77370.0;5;746.6;17.16
77380.0;25;1009.28;16.61
77400.0;44;1127.7;23.7
77420.0;112;868.59;28.26
77500.0;66;993.11;23.26
77515.0;2;1567.5;14.33
77600.0;56;973.57;24.99
77630.0;1;2200.0;18.33
77680.0;11;840.36;24.67
77700.0;29;1729.86;25.17
77706.0;1;1600.0;76.19
78000.0;335;1442.19;31.35
78100.0;259;1627.03;28.54
78110.0;94;2637.44;27.58
78120.0;68;824.68;23.15
78130.0;22;915.73;21.63
78140.0;29;1298.38;22.79
78150.0;9;1521.56;34.83
78160.0;25;1478.68;23.75
78170.0;49;2359.04;23.02
78180.0;64;1088.3;24.85
78190.0;37;902.03;22.76
78200.0;138;867.99;20.07
78210.0;25;1014.64;22.98
78220.0;24;1381.75;27.26
78230.0;34;2109.65;25.46
78250.0;20;830.2;20.95
78260.0;21;989.86;21.9
78280.0;22;854.23;25.11
78290.0;3;4090.0;30.98
78300.0;135;1102.34;22.42
78310.0;33;1021.24;18.75
78330.0;25;904.32;23.1
78350.0;11;1350.55;26.89
78360.0;15;1313.6;27.59
78370.0;24;1330.25;20.79
78390.0;15;863.53;20.73
78400.0;5;3177.4;19.68
78420.0;35;1511.17;23.88
78490.0;8;1060.62;20.82
78498.0;3;1249.67;19.16
78500.0;76;1250.14;25.09
78510.0;15;971.0;21.48
78520.0;13;798.15;17.18
78580.0;5;1106.0;21.19
78600.0;129;1759.08;26.4
78620.0;9;3782.22;21.28
78640.0;8;1055.0;20.64
78670.0;4;2625.0;20.91
78700.0;52;1000.73;24.66
78711.0;38;834.03;18.54
78760.0;1;980.0;22.27
78800.0;50;1174.72;25.92
78870.0;1;2800.0;15.73
78920.0;1;690.0;16.83
78955.0;31;1020.03;20.45
78990.0;23;1002.43;19.49
79000.0;275;613.98;15.27
79100.0;4;382.5;6.77
79110.0;1;520.0;4.81
79160.0;1;850.0;7.46
79210.0;3;676.67;8.8
79300.0;49;592.0;10.77
79310.0;1;960.0;10.67
79370.0;1;520.0;26.0
79400.0;3;743.33;7.08
79410.0;2;980.5;10.89
79500.0;1;880.0;8.71
80000.0;828;581.55;20.23
80080.0;37;483.03;17.8
80090.0;22;553.95;20.81
80100.0;42;638.71;13.92
80136.0;15;530.0;15.59
80300.0;5;464.4;13.01
80330.0;15;412.0;18.73
80480.0;1;437.0;13.66
80650.0;1;1250.0;7.18
81000.0;301;570.32;14.46
81090.0;5;489.6;11.26
81100.0;307;580.91;11.91
81200.0;11;515.45;9.64
81290.0;6;280.0;14.0
81300.0;6;552.33;10.24
81400.0;12;465.33;11.8
81500.0;21;619.29;10.21
81600.0;11;568.18;12.93
82000.0;216;632.52;14.0
82100.0;11;567.91;12.63
82170.0;2;950.0;9.25
82200.0;6;595.17;10.46
82300.0;7;674.29;8.99
82400.0;1;500.0;7.69
82600.0;1;667.0;8.44
83000.0;385;719.64;19.51
83100.0;36;668.61;21.39
83110.0;45;1021.62;20.68
83120.0;27;1206.56;28.49
83130.0;65;672.82;20.7
83140.0;60;950.95;20.86
83150.0;15;1908.8;26.12
83160.0;38;804.95;19.39
83170.0;78;715.42;14.55
83190.0;42;615.4;18.23
83200.0;74;760.5;18.77
83210.0;13;1010.62;29.75
83220.0;2;694.5;18.53
83230.0;4;722.0;18.24
83240.0;4;869.5;22.43
83250.0;6;823.33;18.29
83260.0;6;903.67;21.49
83270.0;5;2879.0;27.83
83300.0;68;714.72;15.01
83310.0;8;937.38;17.91
83320.0;6;1054.67;19.66
83330.0;7;790.57;16.34
83340.0;15;667.93;15.67
83370.0;14;889.07;22.66
83380.0;3;1034.33;22.77
83390.0;11;670.73;16.2
83400.0;93;993.43;19.88
83420.0;1;1400.0;34.15
83430.0;1;655.0;20.47
83470.0;14;877.64;17.42
83480.0;4;1339.5;18.74
83490.0;5;693.0;17.27
83500.0;85;779.73;18.15
83520.0;4;1191.25;15.51
83530.0;11;1281.0;24.07
83550.0;9;619.89;15.68
83600.0;38;866.89;20.25
83640.0;1;702.0;16.71
83700.0;42;1070.4;19.37
83720.0;1;641.0;10.17
83830.0;1;670.0;13.67
83860.0;2;480.0;22.45
83920.0;1;680.0;19.43
84000.0;543;742.95;17.94
84120.0;39;760.69;16.91
84130.0;23;660.22;14.25
84140.0;41;653.8;18.07
84170.0;22;791.91;13.6
84200.0;89;621.31;12.16
84210.0;4;824.75;14.04
84250.0;3;707.67;12.25
84270.0;9;869.44;13.42
84300.0;125;653.22;13.18
84310.0;2;672.5;12.13
84350.0;6;562.0;11.05
84400.0;12;534.92;13.61
84440.0;1;826.0;9.95
84500.0;20;564.7;10.06
84510.0;2;646.5;11.65
84600.0;10;516.9;9.41
84700.0;47;671.04;12.21
84800.0;45;951.49;15.47
85000.0;255;544.7;17.28
85100.0;116;777.88;16.18
85130.0;1;390.0;39.0
85160.0;3;803.33;16.52
85180.0;12;693.75;14.39
85190.0;4;790.0;13.15
85200.0;21;508.1;14.53
85220.0;1;850.0;7.94
85270.0;2;572.0;17.09
85300.0;45;810.02;16.88
85340.0;27;810.81;13.63
85400.0;4;700.5;18.11
85520.0;1;600.0;13.33
85600.0;10;719.6;15.11
85800.0;20;752.4;14.16
86000.0;961;551.39;17.09
86100.0;122;519.81;12.47
86130.0;11;541.36;16.47
86180.0;17;543.29;15.39
87000.0;792;533.64;13.85
87100.0;104;554.88;13.4
87200.0;6;493.33;9.73
87280.0;2;830.0;10.51
88000.0;159;548.19;12.86
88100.0;84;482.6;11.55
88120.0;1;890.0;9.27
88160.0;4;488.75;7.96
88190.0;3;423.33;13.18
88200.0;4;492.5;10.59
88370.0;2;550.0;11.8
89000.0;103;658.45;13.52
89100.0;108;658.93;14.33
89240.0;4;984.25;10.6
89300.0;3;566.67;16.61
89400.0;5;538.0;12.04
89500.0;2;455.0;8.94
90000.0;303;562.35;13.43
90100.0;1;915.0;11.02
91000.0;272;744.21;20.92
91100.0;255;813.58;22.79
91120.0;166;952.76;27.51
91130.0;46;943.52;20.43
91150.0;72;763.93;18.07
91160.0;25;809.72;26.95
91170.0;62;884.26;20.64
91190.0;62;973.56;27.66
91200.0;112;1044.46;20.94
91210.0;25;1110.24;21.02
91220.0;53;874.19;19.83
91230.0;21;1037.05;22.27
91240.0;19;847.68;20.8
91250.0;1;990.0;15.23
91260.0;181;1103.7;22.21
91270.0;39;950.44;22.18
91280.0;2;1092.5;14.39
91290.0;19;908.37;18.49
91300.0;231;948.19;24.51
91320.0;3;887.0;26.13
91330.0;25;1064.48;20.79
91350.0;19;928.79;19.41
91360.0;1;1155.0;18.05
91370.0;8;1178.25;24.41
91380.0;25;813.76;24.52
91400.0;150;856.61;33.2
91410.0;10;994.3;19.81
91420.0;14;937.93;22.58
91470.0;14;797.93;19.51
91540.0;35;913.06;19.68
91600.0;73;882.12;23.0
91620.0;1;560.0;26.67
91680.0;8;1244.88;16.75
91700.0;56;873.14;19.9
91800.0;25;978.64;21.81
91940.0;24;707.17;25.34
92000.0;359;1328.21;30.11
92012.0;1;2000.0;35.71
92014.0;1;1800.0;22.5
92100.0;559;1638.97;36.88
92110.0;334;1605.05;34.19
92120.0;180;1323.1;31.89
92130.0;216;1485.36;32.95
92140.0;221;1539.97;27.12
92150.0;224;1687.81;30.97
92160.0;193;1307.33;27.1
92170.0;55;1503.07;31.9
92190.0;112;1555.8;28.28
92200.0;476;2993.09;43.08
92210.0;179;2040.03;30.62
92220.0;65;1202.82;29.57
92230.0;58;1162.31;28.76
92240.0;66;1505.35;32.35
92250.0;93;1386.41;31.38
92260.0;62;1247.48;28.87
92270.0;55;1270.8;30.27
92290.0;146;1372.71;24.98
92300.0;328;1706.83;39.74
92310.0;64;1807.25;28.47
92320.0;85;1275.71;28.96
92330.0;67;1545.93;31.52
92340.0;57;1315.33;30.73
92350.0;62;1342.44;25.6
92360.0;41;1184.39;24.65
92370.0;54;1349.93;26.71
92380.0;29;1496.17;32.39
92390.0;19;1306.95;22.27
92400.0;509;1485.98;33.65
92410.0;34;1759.91;24.92
92500.0;380;1513.29;27.66
92600.0;381;1380.43;31.1
92700.0;324;1234.49;29.02
92800.0;265;1563.91;37.81
93000.0;142;1167.33;23.79
93100.0;246;1179.35;29.54
93110.0;143;948.08;27.32
93120.0;40;1215.92;21.3
93130.0;51;1052.88;20.74
93140.0;64;995.38;23.85
93150.0;178;1124.39;23.43
93160.0;217;874.94;26.92
93170.0;128;1217.06;26.82
93190.0;159;1007.45;21.97
93200.0;209;1041.66;25.68
93210.0;41;1115.71;32.98
93220.0;129;1011.15;24.72
93230.0;73;1284.71;24.93
93240.0;37;885.08;29.02
93250.0;95;1143.13;23.09
93260.0;47;1383.64;28.16
93270.0;68;935.81;22.51
93290.0;38;942.0;22.58
93300.0;188;1168.39;23.3
93310.0;17;1273.76;30.04
93320.0;53;1113.91;25.87
93330.0;60;1018.58;23.19
93340.0;71;1155.24;24.16
93350.0;39;1080.33;25.87
93360.0;66;1053.56;26.79
93370.0;33;979.03;21.17
93380.0;48;924.96;29.24
93390.0;21;862.95;21.71
93400.0;153;1527.9;27.54
93420.0;50;937.08;24.16
93430.0;6;858.17;21.18
93440.0;1;760.0;29.23
93450.0;4;1038.75;27.51
93460.0;9;901.33;25.85
93500.0;133;1378.03;26.86
93600.0;141;1007.14;22.62
93700.0;154;945.81;27.07
93800.0;55;933.6;28.88
94000.0;322;1000.57;26.34
94058.0;1;850.0;26.56
94100.0;210;1178.67;26.64
94110.0;45;1441.82;28.4
94120.0;163;1220.92;27.92
94130.0;156;1279.87;30.05
94140.0;151;1131.51;27.9
94160.0;34;1550.56;36.94
94170.0;247;1238.71;26.08
94190.0;51;929.94;26.53
94200.0;189;1114.66;34.27
94205.0;1;1071.0;36.93
94210.0;73;1240.1;28.54
94220.0;54;1270.85;35.56
94230.0;64;1178.28;28.48
94240.0;64;1203.91;28.57
94250.0;46;1279.22;30.69
94260.0;32;912.12;24.2
94270.0;53;1190.17;33.66
94290.0;25;1028.52;24.08
94300.0;167;1380.89;38.68
94310.0;18;1135.89;25.45
94320.0;76;1108.04;25.44
94340.0;46;1265.24;28.45
94350.0;73;1008.03;24.81
94360.0;41;1083.59;23.65
94370.0;26;1286.62;20.34
94380.0;11;1134.09;20.65
94400.0;218;1007.85;30.26
94410.0;44;1277.64;29.06
94420.0;49;1036.59;21.55
94430.0;39;1222.51;22.51
94440.0;5;788.0;22.47
94450.0;62;1003.03;24.04
94460.0;4;1052.0;15.65
94470.0;20;933.7;22.77
94500.0;173;1070.38;23.14
94520.0;6;862.5;23.49
94550.0;22;1160.68;27.29
94600.0;135;979.68;26.77
94700.0;186;1126.45;28.55
94800.0;226;1207.11;33.38
95000.0;394;852.91;25.42
95014.0;3;796.0;44.22
95100.0;255;1033.16;23.72
95110.0;26;1134.19;18.88
95120.0;30;1101.2;21.39
95130.0;61;1106.49;22.12
95140.0;22;1042.95;21.88
95150.0;18;856.61;23.73
95160.0;56;1075.25;22.98
95170.0;45;1041.24;24.45
95180.0;2;1158.5;22.04
95190.0;17;829.35;22.48
95200.0;31;875.13;24.69
95210.0;23;1078.26;24.75
95220.0;17;1069.53;21.5
95230.0;18;1073.83;22.69
95240.0;24;1118.17;22.58
95250.0;1;860.0;20.48
95270.0;2;717.5;22.38
95290.0;19;1023.53;23.47
95300.0;137;801.37;25.47
95310.0;35;939.09;21.96
95320.0;13;969.0;25.0
95330.0;13;818.54;25.09
95350.0;23;985.43;23.56
95360.0;9;1080.67;22.47
95370.0;14;1125.86;19.92
95410.0;1;700.0;43.75
95420.0;4;692.5;16.48
95490.0;6;700.0;21.11
95500.0;12;1093.33;19.62
95520.0;12;1354.83;20.94
95530.0;2;1027.5;24.46
95600.0;24;1153.92;19.92
95800.0;65;834.43;23.6
95870.0;78;1103.99;25.44
95880.0;24;1256.96;25.98
97111.0;3;1350.0;13.99
97200.0;28;832.43;19.64
97290.0;1;850.0;19.77
97300.0;51;1072.18;19.67
97400.0;22;1022.64;20.66
97411.0;5;1650.6;18.78
97417.0;4;1066.5;16.78
97418.0;1;800.0;11.11
97422.0;1;1990.0;11.37
97424.0;9;1186.89;17.3
97430.0;30;805.67;17.23
97434.0;10;1939.7;24.59
97435.0;1;1171.0;10.55
97436.0;10;1509.9;18.32
97460.0;8;1247.62;16.44
97490.0;25;766.44;22.08
99000.0;3;1700.0;70.83
